id,created_at,text,table_name,table_schema,user_id,user_name,user_screen_name,user_description,user_followers_count,rn
1381605411590086665,2021-04-12 13:49:33 UTC,"""Saya ingatkan juga untuk jemaah saat tarawih bawa sajadah sendiri, bawa perlengkapan sendiri, agar aman,"" tutur Uus. https://t.co/25PGbnQARC",alatsolat_aspect,pr_ikoninsight,23343960,Kompas.com,kompascom,Jernih Melihat Dunia,8132711,1
1389292475924189187,2021-05-03 18:55:12 UTC,"@Askrlfess bukber ramadhan bedon, amer sono lu jalanan",miras_aspect,pr_ikoninsight,1241716139098398720,elin ◡̈,SENJABERGURAU,"all my goals fighter �� foodie/foundie �� kalau keganggu mute aja, get out from my page ok?",119,1
1382174849406283778,2021-04-14 03:32:18 UTC,"@HanyanakKampung Assalamualaikum kak dengan saya Nessa, baik Kak Odhe kami informasikan untuk tabungan Easy Wadiah tersedia di Bank Syariah Indonesia ya Kak",savingbehavior_aspect,pr_ikoninsight,221665845,Bank Syariah Indonesia,bsihelp,Akun Official Customer Care PT Bank Syariah Indonesia Tbk. Hubungi PT Bank BSI di akun Twitter Official @bankbsi_id atau BSICall 14040 atau chatbot di website,265908,1
1387424211413598215,2021-04-28 15:11:23 UTC,"@KIMHONGLEAD I'm great today!! Kucing ku pulang, album ku sampe, trs dpt thr wkwk, tunggu ya.. Mungkin bsk ada apdet hihi",thr_aspect,pr_ikoninsight,1152053017035755520,CIWIYAK⁸⁼¹����,withlove_sanhwa,#에이티즈: she's whipped for us 24/7,731,1
1382655631635615747,2021-04-15 11:22:45 UTC,@gabyJKT48 Takjil �� Enak dimakan,konsumsitakjil_aspect,pr_ikoninsight,1458617708,R.Kurniawan48,KurniawanRicho,ex-Chairman of XI-XII IS 4 19.07.2016-19.07.2017-17.07.2018 | @JKT48Sukowati @officialJKT48 @N_ShaniJKT48 @Y_ChikaJKT48 | WA : 08985275605 | IG: Kurniatio99,607,1
1387757889201266692,2021-04-29 13:17:18 UTC,@imurhyuck emang kenape dah kalo keliatan ga pake kerudung?,pakaianmuslim_aspect,pr_ikoninsight,1303710952609574915,erlin,cintamarkeu,beep beep ini mark jeno chenle gf,13,1
1387268858180902912,2021-04-28 04:54:04 UTC,@maulittyy dari jam 3 sampai maghrib masih ada waktu loh buat ngabuburit,ngabuburit_aspect,pr_ikoninsight,1224263086162362370,Sabarmology,sabarmology_,Eighties Gen • trader receh • Dikelola 50% Bot 50% Human.,2031,1
1389642314872545283,2021-05-04 18:05:20 UTC,Yelah dulu time 2013 nak bulking... Hah hari² beli nasi ayam dekat kedai cina lepastu beli beer Guinness Stout malam²... Yelah aku minum sebab nak hilang sakit badan main gym ������,miras_aspect,pr_ikoninsight,1372454330389860352,JD_JackDaniel,maya_tripleh,���� |21+| Omnus Spes Demortae Sunt | 2nd acc : @adhatripleh,2,1
1383911088245207041,2021-04-18 22:31:29 UTC,emang enak banget!! aaa jadi keinget pas abis zuhuran sama murajaah pas di alazh pasti abis itu langsung tidur pake mukena������,alatsolat_aspect,pr_ikoninsight,1176520676418605058,ayie.,tebyeon,ini taya teby,64,1
1386630569702744067,2021-04-26 10:37:44 UTC,"@ShopeeID بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ Sayang Shopee H-16 lebaran. Moga2 bisa dapat hadiah lebaran dr Shopee.�� Tetap optimis,walau banyak Sobat Shopee yg ngarep juga.�� Yakin bisa yooook..✊ #ShopeeRamadanSale #SelaluBelanjadiShopee #THRDariShopee ��6628",hamperslebaran_aspect,pr_ikoninsight,2904048529,니나 아드리 아니,JustDhieyant,I am a simple woman who will do anything for the happiness of my family and all people around me..Insya ALLAH!! ^_^,879,1
1385220800316198917,2021-04-22 13:15:49 UTC,"@nonasenjaa13 tdi pas bukber itu tujuannya sbnrnya ngasih stnk, eh malaah keasikan makan��",bukber_aspect,pr_ikoninsight,1241672087040741377,ln At=ln Ao - kt,aowkowwo,"do not grow up, it' s a trap",150,1
